	question	class
50	Kdo poskytne pomoc s registrací  patentu	2
51	Kdo poskytne pomoc s přihláškou patentu	2
52	Kdo poskytne pomoc s registrací  užitného vzoru	2
53	Kdo poskytne pomoc s přihláškou užitného vzoru	2
54	Kdo poskytne pomoc s registrací  průmyslového vzoru	2
55	Kdo poskytne pomoc s přihláškou průmyslového vzoru	2
56	Kdo poskytne pomoc s registrací  ochranné známky	2
57	Kdo poskytne pomoc s přihláškou ochranné známky	2
58	Kdo poskytne pomoc s registrací  průmyslového designu	2
59	Kdo poskytne pomoc s přihláškou průmyslového designu	2
60	Kdo poskytne pomoc s registrací  ochranného označení	2
61	Kdo poskytne pomoc s přihláškou ochranného označení	2
62	Pomůžete mi s registrací vynálezu	2
63	Pomůžete mi s přihláškou vynálezu	2
64	Pomůžete mi s registrací  patentu	2
65	Pomůžete mi s přihláškou patentu	2
66	Pomůžete mi s registrací  užitného vzoru	2
67	Pomůžete mi s přihláškou užitného vzoru	2
68	Pomůžete mi s registrací  průmyslového vzoru	2
69	Pomůžete mi s přihláškou průmyslového vzoru	2
70	Pomůžete mi s registrací  ochranné známky	2
71	Pomůžete mi s přihláškou ochranné známky	2
72	Pomůžete mi s registrací  průmyslového designu	2
73	Pomůžete mi s přihláškou průmyslového designu	2
74	Pomůžete mi s registrací  ochranného označení	2
75	Pomůžete mi s přihláškou ochranného označení	2
76	Na koho se můžu obrátit s registrací vynálezu	2
77	Na koho se můžu obrátit s přihláškou vynálezu	2
78	Na koho se můžu obrátit s registrací  patentu	2
79	Na koho se můžu obrátit s přihláškou patentu	2
80	Na koho se můžu obrátit s registrací  užitného vzoru	2
81	Na koho se můžu obrátit s přihláškou užitného vzoru	2
82	Na koho se můžu obrátit s registrací  průmyslového vzoru	2
83	Na koho se můžu obrátit s přihláškou průmyslového vzoru	2
84	Na koho se můžu obrátit s registrací  ochranné známky	2
85	Na koho se můžu obrátit s přihláškou ochranné známky	2
86	Na koho se můžu obrátit s registrací  průmyslového designu	2
87	Na koho se můžu obrátit s přihláškou průmyslového designu	2
88	Na koho se můžu obrátit s registrací  ochranného označení	2
89	Na koho se můžu obrátit s přihláškou ochranného označení	2
90	Na koho se obrátit s registrací vynálezu	2
91	Na koho se obrátit s přihláškou vynálezu	2
92	Na koho se obrátit s registrací  patentu	2
93	Na koho se obrátit s přihláškou patentu	2
94	Na koho se obrátit s registrací  užitného vzoru	2
95	Na koho se obrátit s přihláškou užitného vzoru	2
96	Na koho se obrátit s registrací  průmyslového vzoru	2
97	Na koho se obrátit s přihláškou průmyslového vzoru	2
98	Na koho se obrátit s registrací  ochranné známky	2
99	Na koho se obrátit s přihláškou ochranné známky	2
100	Na koho se obrátit s registrací  průmyslového designu	2
101	Na koho se obrátit s přihláškou průmyslového designu	2
102	Na koho se obrátit s registrací  ochranného označení	2
103	Na koho se obrátit s přihláškou ochranného označení	2
104	Vymáhání práv z průmyslového vlastnictví	3
105	Vymáhání práv	3
106	Jak vymáhat práva	3
107	Jak vymáhat právo	3
108	Co je to vymáhání práva z průmyslového vlastnictví	3
109	Co znamená vymáhání práva z průmyslového vlastnictví	3
110	Jak vymáhat práva z průmyslového vlastnictví	3
111	Co dělat v případě porušení práv průmyslového vlastnictví	3
112	Co dělat v případě porušení práv	3
113	Spory	4
114	Spor	4
115	Prosazování práv	4
116	Prosazování práv z průmyslového vlastnictví	4
117	Pomoc ve sporu	4
118	Pomoc ve sporech	4
119	Co dělat ve sporu	4
120	Pomůžeš mi s prosazováním práv	4
121	Pomůžete mi s prosazováním práv	4
122	Jak postupovat při sporu	4
123	Jak postupovat při sporech	4
124	Poskytujete pomoc při prosazování práv	4
125	Poskytujete pomoc při prosazování práv z průmyslového vlastnictví	4
126	Poskytujete pomoc při ve sporech	4
127	Poskytujete pomoc při ve sporu	4
128	Jak probíhá prosazování práv z průmyslového vlastnictví	4
129	Jak probíhá prosazování práv	4
130	Pomáháte se zajištěním práv	4
131	Pomáháte se prosazováním práv	4
132	Pomáháte se zajištěním práv z průmyslového vlastnictví	4
133	Pomáháte se prosazováním práv z průmyslového vlastnictví	4
134	Může Úřad pomoci s prosazováním práv	4
135	Může ÚPV pomoci s prosazováním práv	4
136	Může Úřad pomoci ve sporech	4
137	Může ÚPV pomoci ve sporech	4
138	Může Úřad pomoci ve sporu	4
139	Může ÚPV pomoci ve sporu	4
140	Pomůže Úřad ve sporech	4
141	Pomůže ÚPV ve sporech	4
142	Pomůže vy ve sporech	4
143	Můžu se na vás obrátit v prosazování svých práv	4
144	Jak mi pomůžete s prosazováním práv	4
145	Pomůžete mi ve sporu	4
146	Chci vědět jeslti mi pomůžete při prosazování práv	4
147	Chci vědět jeslti mi pomůžete při ve sporu	4
148	Jak se můžu bránit ve sporu	4
149	Jak se můžu bránit v prosazování práv	4
150	Porušování práv z duševního vlastnictví	5
151	porušení práv z duševního vlastnictví	5
152	Kam se obrátit v případě porušení práv z duševního vlastnictví	5
153	Na koho se obrátit v případě porušení práv z duševního vlastnictví	5
154	Kde hledat pomoc při porušení práv duševního vlastnictví	5
155	Kde hledat pomoc v případě porušení práv duševního vlastnictví	5
156	Jak vymáhat práva z duševního vlastnictví	5
157	Na koho se obrátit s vymáháním práv z duševního vlastnictví	5
158	Kdo mi pomůže s vymáháním práv z duševního vlastnictví	5
159	Kdo mi pomůže při porušení práv z duševního vlastnictví	5
160	Jak chránit práva duševního vlastnictví	5
161	Lhůta pro podání námitek	6
162	Lhůta pro podání námitek proti zápisu	6
163	Lhůta pro podání námitek proti zápisu přihlašovaného označení do rejstříku ochranných známek	6
164	Jaká je lhůta pro podání námitek	6
165	Zápis přihlašovaného označení	6
166	Zápis přihlašovaného označení do rejstříku ochranných známek	6
167	Lze prodloužit lhůtu pro podání námitek	6
168	Do kdy můžu podat námitku proti zápisu	6
169	Námitky	7
170	Námitka	7
171	Námitkové řízení	7
172	Kdo může podat námitky	7
173	Kdo může podat námitku	7
174	Kdo má právo vznést námitku	7
175	Kdo má právo vznést námitky	7
176	Můžu podat námitku proti zápisu do rejstříku	7
177	Jak probíhá námitkové řízení	7
178	Můžu podat námitku proti zápisu	7
179	Rozšíření námitky	8
180	Nové důkazy při námitce	8
181	Můžu námitku doplnit novými důkazy	8
182	Můžu námitky doplnit novými důkazy	8
183	Můžu námitku doplnit dokumentací	8
184	Můžu námitky doplnit dokumentací	8
185	Můžu námitku doplnit odůvodněním	8
186	Můžu námitky doplnit odůvodněním	8
187	Lze námitku doplnit novými důkazy	8
188	Lze námitky doplnit novými důkazy	8
189	Lze námitku doplnit dokumentací	8
190	Lze námitky doplnit dokumentací	8
191	Lze námitku rozšířit	8
192	Je možné rozšířit námitku	8
193	Obdržení námitky	9
194	Co dělat když dostanu námitku	9
195	Co dělat když obdržím námitku	9
196	Jak postupovat když dostanu námitku	9
197	Jak postupovat když obdržím námitku	9
198	Jak postupovat při obdržení námitky	9
199	Dostal jsme námitky, co mám dělat	9
200	dostala jsme námitky, co mám dělat	9
201	dostali jsme námitky, co mám dělat	9
202	Dostal jsme námitky, co máme dělat	9
203	dostala jsme námitky, co máme dělat	9
204	dostali jsme námitky, co máme dělat	9
205	Dostal jsme námitky, jak postupovat	9
206	dostala jsme námitky, jak postupovat	9
207	dostali jsme námitky, jak postupovat	9
208	Dostal jsme námitky, co bude následovat	9
209	dostala jsme námitky, co bude následovat	9
210	dostali jsme námitky, co bude následovat	9
211	Ochranná známka	10
212	Ochranná známka s dobrým jménem	10
213	Dobré jméno	10
214	Renomé	10
215	Co je ochranná známka s dobrým jménem	10
216	Co je ochranná známka s dobrou pověsti	10
217	Co je ochranná známka s renomé	10
218	Co znamená dobrým jménem	10
219	Co znamená dobrou pověsti	10
220	Co znamená renomé	10
221	Definice ochranné známky s dobrým jménem	10
222	Definice ochranné známky s dobrou pověsti	10
223	Definice ochranné známky s renomé	10
224	Všeobecně známá známka	11
225	Co je všeobecně známá známka	11
226	Co znamená všeoobecně známá známka	11
227	Definice všeobecně známé známky	11
228	Místní dosah	12
229	Co je místní dosah	12
230	Co znamená místní dosah	12
231	Co je místní dosah nezapsaného či jiného označení	12
232	Co znamená místní dosah nezapsaného či jiného označení	12
233	Definice místního dosahu	12
234	Jaká je definice místního dosahu	12
235	Připomínky	13
236	Připomínka	13
237	Kdo může podat připomínky	13
238	Jaké jsou oprávněné osoby k podání připomínek	13
239	Můžu podat připomínku	13
240	Můžu podat připomínky	13
241	Lhůta k podání připomínek	14
242	Lhůta připomínky	14
243	Jaká je lhůta k podání připomínek	14
244	Do kdy můžu  podat přoipomínky	14
245	Do kdy lze podat přoipomínky	14
246	Poplatek námitky	15
247	Poplatek námitka	15
248	Poplatek připomínka	15
249	Poplatek připomínky	15
250	Správní poplatek námitky	15
251	Správní poplatek námitka	15
252	Správní poplatek připomínka	15
253	Správní poplatek připomínky	15
254	Jaký je správní poplatek za námitky	15
255	Jaký je správní poplatek za námitku	15
256	Jaký je správní poplatek za připomínku	15
257	Jaký je správní poplatek za připomínky	15
258	Výše správního poplatku za námitky	15
259	Výše správního poplatku za námitku	15
260	Výše správního poplatku za připomínku	15
261	Výše správního poplatku za připomínky	15
262	Jaká je výše správního poplatku za námitky	15
263	Jaká je výše správního poplatku za námitku	15
264	Jaká je výše správního poplatku za připomínku	15
265	Jaká je výše správního poplatku za připomínky	15
266	Podání námitky	16
267	Podání námitek	16
268	Formulář námitky	16
269	Formulář námitek	16
270	Kde najdu formulář námitky	16
271	Kde najdu formulář námitek	16
272	Jak podat námitku	16
273	Jak podat námitky	16
274	Co obsahuje formulář námitky	16
275	Co musí obsahovat námitka	16
276	Co musí obsahovat námitky	16
277	Podání připomínky	17
278	Formulář připomínky	17
279	Kde najdu formulář připomínky	17
280	Jak podat připomínky	17
281	Co obsahuje formulář připomínky	17
282	Co musí obsahovat připomínky	17
283	Výmaz	18
284	Výmaz ochranné známky	18
285	Výmaz zaregistrované ochranné známky	18
286	Je možný výmaz ochranné známky	18
287	Jak dosáhnout výmazu ochranné známky	18
288	Zrušení ochranné známky	19
289	Neplatnost ochranné známky	19
290	Zneplatnění ochranné známky	19
291	Jaký je rozdíl mezi zrušením ochranné známky a prohlášením ochranné známky za neplatnou	19
292	Co znamená zrušení ochranné známky	19
293	Co znamená zneplatnění ochranné známky	19
294	Řádné užívání ochranné známky	20
295	Co je řádné užívání ochranné známky	20
296	Co znamená řádné užívání ochranné známky	20
297	Definice pojmu řádné užívání ochranné známky	20
298	Patentové knihovny	21
299	Patentová knihovna	21
300	Co je patentová knihovna	21
301	Jaké informace poskytuje patentová knihovna	21
302	Jaké informace poskytují patentová knihovna	21
303	Jaké informace poskytuje  patentové knihovny	21
304	Jaké informace poskytují patentové knihovny	21
305	Co najdu v patentové knihovně	21
306	Jaké informace dohledám v patentové knihovně	21
307	Jaké existují patentové knihovny	21
308	Rešerše	22
309	Jak získám rešerši	22
310	Objednat rešerši	22
311	Jak objednám rešerši	22
312	Nabízíte rešerše	22
313	Můžu získat rešerši	22
314	Kde získám rešerši	22
315	Kde objednám rešerši	22
316	Je možné objednat rešerši	22
317	Poskytujete rešerše	22
318	Databáze ochranných známek	23
319	Kde vyhledám informace o zaregistrované ochranné známce Existuje databáze ochranných známek	23
320	Kde vyhledám informace o zaregistrovaných ochranné známce Existuje databáze ochranných známek	23
321	Kde vyhledám informace o zaregistrované  ochranných známkách Existuje databáze ochranných známek	23
322	Kde vyhledám informace o zaregistrovaných ochranných známkách Existuje databáze ochranných známek	23
323	Kde najdu databázi ochraných známek	23
324	Jak zjistím jeslti je ochranná známka zaregistrována	23
325	Jak dohledat ochrannou známku	23
326	Kde dohledat ochrannou známku	23
327	Řekni mi kde najdu informace o zaregistrované ochranné známce	23
328	Řekni mi kde najdu informace o zaregistrovaných ochranné známce	23
329	Řekni mi kde najdu informace o zaregistrované  ochranných známkách	23
330	Řekni mi kde najdu informace o zaregistrovaných ochranných známkách	23
331	Řekni mi jestli existuje databáze ochranných známek	23
332	Řekni mi jak dohledám ochrannou známku	23
333	Řekni mi kde dohledám ochrannou známku	23
334	Národní známková databáze	24
335	Co obsahuje národní známková databáze	24
336	Jaké informace poskytuje národní známková databáze	24
337	Co najdu v národní známkové databázi	24
338	Jak často je databáza aktualizována	24
339	Jak často je národní známková databáze aktualizována	24
340	Aktualizace databáze	24
341	Aktualizace národní známkové databáze	24
342	Aktuální stav patentu	25
343	Aktuální stav ochranné známky	25
344	Aktuální stav ochranných známek	25
345	Aktuální stav průmyslových vzorů	25
346	Aktuální stav užitných vzorů	25
347	Aktuální stav označení původu	25
348	Aktuální stav zeměpisných označení	25
349	Jak získat informace o aktuálním právním stavu patentu	25
350	kde získat informace o aktuálním právním stavu patentu	25
351	Jak získat informace o aktuálním právním stavu ochranné známky	25
352	kde získat informace o aktuálním právním stavu ochranné známky	25
353	Jak získat informace o aktuálním právním stavu ochranných známek	25
354	kde získat informace o aktuálním právním stavu ochranných známek	25
355	Jak získat informace o aktuálním právním stavu průmyslových vzorů	25
356	kde získat informace o aktuálním právním stavu průmyslových vzorů	25
357	Jak získat informace o aktuálním právním stavu užitných vzorů	25
358	kde získat informace o aktuálním právním stavu užitných vzorů	25
359	Jak získat informace o aktuálním právním stavu označení původu	25
360	kde získat informace o aktuálním právním stavu označení původu	25
361	Jak získat informace o aktuálním právním stavu zeměpisných označení	25
362	kde získat informace o aktuálním právním stavu zeměpisných označení	25
363	Jak ověřím aktuální právní stav patentu	25
364	Jak ověřím aktuální právní stav ochranné známky	25
365	Jak ověřím aktuální právní stav ochranných známek	25
366	Jak ověřím aktuální právní stav průmyslových vzorů	25
367	Jak ověřím aktuální právní stav užitných vzorů	25
368	Jak ověřím aktuální právní stav označení původu	25
369	Jak ověřím aktuální právní stav zeměpisných označení	25
370	Kde najdu informace o patentu	25
371	Kde najdu informace o ochranné známce	25
372	Kde najdu informace o ochranných známkých	25
373	Kde najdu informace o průmyslových vzorech	25
374	Kde najdu informace o užitných vzorech	25
375	Kde najdu informace o označení původu	25
376	Kde najdu informace o zeměpisném označení	25
377	Rešerše v databázi ochranných známek	26
378	Jak uskutečnit rešerši v databázi ochranných známek	26
379	Jak vyhledávat data v databázi ochranných známek	26
380	Vyhledávání dat v databázi ochranných známek	26
381	Vyhledávání informací v databázi ochranných známek	26
382	Kde najdu databázi ochranných známek	26
383	Přínos rešerše	27
384	vhodnost rešerše	27
385	výhody rešerše	27
386	Přínos průmyslověprávní rešerše	27
387	vhodnost průmyslověprávní rešerše	27
388	výhody průmyslověprávní rešerše	27
389	Jaké výhody získám z průmyslověprávní rešerše	27
390	Proč udělat průmyslověprávní rešerši	27
391	Proč uskutečnit objednat průmyslověprávní rešerši	27
392	Co jako firma získám při provedení průmyslověprávní rešerše	27
393	Co jako společnost získám při provedení průmyslověprávní rešerše	27
394	Co jako IČO získám při provedení průmyslověprávní rešerše	27
395	Jaké výhody získá firma z provedení průmyslověprávní rešerše	27
396	Jaké výhody získá společnost z provedení průmyslověprávní rešerše	27
397	Jaké výhody získá IČO z provedení průmyslověprávní rešerše	27
398	Obnova ochranné známky	28
399	Prodloužení platnosti ochranné známky	28
400	Žádost o obnovu zápisu ochranné známky	28
401	Jak prodloužit platnost ochranné známky	28
402	Forrmulář na obnovu zápisu ochranné známky	28
403	Jak prodloužit ochrannou známku	28
404	Kdy prodloužit ochrannou známku	28
405	Formulář přihlašování ochranné známky	29
406	Formulář registrace ochranné známky	29
407	Formulář ochranné známky	29
408	Žádost o mezinárodní zápis ochranné známky	29
409	Formuláře žádosti o mezinárodní zápis ochranné známky	29
410	Kde najdu formulář k přihlašování ochranné známky	29
411	Kde najdu formulář k registraci ochranné známky	29
412	Kde je formulář k přihlašování ochranné známky	29
413	Jak přihlásit ochrannou známku	29
414	Jak zaregistrovat ochrannou známku	29
415	Jak zaregistrovat ochrannou známku do zahraničí	29
416	Jaký formulář použiju při registraci ochranné známky v zahraničí	29
417	Chci zaregistrovat ochrannou známku do zahraničí	29
418	Mezinárodní ochranné známky	29
419	Kolik stojí přihlášení ochranné známky	30
420	Kolik stojí registrace ochranné známky	30
421	Jaký je správní poplatek k přihlášení ochranné známky	30
422	Jaký je správní poplatek k registraci ochranné známky	30
423	Výše poplatku k registraci	30
424	Výše poplatku k přihlášení ochranné známky	30
425	Řekni mi jak přihlásit ochrannou známku	30
426	Řekni mi jak zaregistrovat ochrannou známku	30
427	Řekni mi kolik stojí přihlášení ochranné známky	30
428	Řekni mi jaká je výše poplatku za registraci ochranné známky	30
429	Řekni mi jaká je výše poplatku za přihlášení ochranné známky	30
430	Řekni mi jak zaregistruju ochrannou známku do zahraničí	30
431	Výrobky a služby v příhlášce ochranné známky	31
432	Výrobky a služby v formuláři ochranné známky	31
433	Výrobky a služby v při registraci ochranné známky	31
434	Třídění výrobků a služeb v příhlášce ochranné známky	31
435	Třídění výrobků a služeb v formuláři ochranné známky	31
436	Třídění výrobků a služeb v při registraci ochranné známky	31
437	Jakým způsobem se zatřiďují výrobky a služby, které je nutné uvést v přihlášce ochranné známky k zápisu do rejstříku ochranných známek	31
438	Jak vybrat třídu výrobku ve formuláři ochranné známky	31
439	Jak vybrat třídu služby ve formuláři ochranné známky	31
440	Jak vybrat třídu výrobku  při registraci ochranné známky	31
441	Jak vybrat třídu služby při registraci ochranné známky	31
442	Jak vybrat třídu výrobku  v přihlášce ochranné známky	31
443	Jak vybrat třídu služby v přihlášce ochranné známky	31
444	®	32
445	TM	32
446	Symboly ©	32
447	Symboly TM	32
448	Nutnost uvádění symbolu ©	32
449	povinnost uvádění symbolu ©	32
450	Nutnost uvádění symbolu TM	32
451	povinnost uvádění symbolu TM	32
452	Je povinné uvádění symbolu ©	32
453	Je povinné uvádění symbolu TM	32
454	Musím uvádět ©	32
455	Musím uvádět TM	32
456	Musím uvádět symbol ©	32
457	Musím uvádět symbol TM	32
458	Co znamená symbol ©	32
459	Co znamená znak ©	32
460	Co znamená symbol  TM	32
461	Co znamená znak TM	32
462	Oceňování průmyslových práv	33
463	Oceňování patentů	33
464	Oceňování vynálezů	33
465	Oceňování užitných vzorů	33
466	Oceňování průmyslových vzorů	33
467	Oceňování ochranných známek	33
468	Jak se provádí oceňování průmyslových práv	33
469	Jak se provádí oceňování patentů	33
470	Jak se provádí oceňování vynálezů	33
471	Jak se provádí oceňování užitných vzorů	33
472	Jak se provádí oceňování průmyslových vzorů	33
473	Jak se provádí oceňování ochranných známek	33
474	Jaký je postup při oceňování průmyslových práv	33
475	Jaký je postup při oceňování patentů	33
476	Jaký je postup při oceňování vynálezů	33
477	Jaký je postup při oceňování užitných vzorů	33
478	Jaký je postup při oceňování průmyslových vzorů	33
479	Jaký je postup při oceňování ochranných známek	33
480	Kdo provádí oceňování průmyslových práv	33
481	Kdo provádí oceňování patentů	33
482	Kdo provádí oceňování vynálezů	33
483	Kdo provádí oceňování užitných vzorů	33
484	Kdo provádí oceňování průmyslových vzorů	33
485	Kdo provádí oceňování ochranných známek	33
486	Co je oceňování průmyslových práv	33
487	Co je oceňování patentů	33
488	Co je oceňování vynálezů	33
489	Co je oceňování užitných vzorů	33
490	Co je oceňování průmyslových vzorů	33
491	Co je oceňování ochranných známek	33
492	Jak Úřad podává informaci o zahájení řízení o zápisu převodu ochranné známky	34
493	Jak Úřad podává informaci o zahájení řízení o zápisu převodu patentu	34
494	Jak Úřad podává informaci o zahájení řízení o zápisu převodu průmyslového vzoru	34
495	Jak Úřad podává informaci o zahájení řízení o zápisu převodu užitného vzoru	34
496	Jak získám informaci o zápisu převodu ochranné známky	34
497	Jak získám informaci o zápisu převodu patentu	34
498	Jak získám informaci o zápisu převodu průmyslového vzoru	34
499	Jak získám informaci o zápisu převodu užitného vzoru	34
500	Jakým způsobem získám informaci o zápisu převodu ochranné známky	34
501	Jakým způsobem získám informaci o zápisu převodu patentu	34
502	Jakým způsobem získám informaci o zápisu převodu průmyslového vzoru	34
503	Jakým způsobem získám informaci o zápisu převodu užitného vzoru	34
504	Žádost o zápis převodu	35
505	Žádost o zápis licence	35
506	Žádost o zápis zástavy	35
507	Jakou formu mají mít doklady k žádostem o zápis převodu	35
508	Jakou formu mají mít dokumenty k žádostem o zápis převodu	35
509	Jakou formu mají mít doklady k žádostem o zápis licence	35
510	Jakou formu mají mít dokumenty k žádostem o zápis licence	35
511	Jakou formu mají mít doklady k žádostem o zápis zástavy	35
512	Jakou formu mají mít dokumenty k žádostem o zápis zástavy	35
513	Prezidiální plná moc	36
514	Co je to prezidiální plná moc	36
515	Jakým způsobem je prezidiální plná moc evidována u Úřadu	36
516	Jaké jsou náležitosti prezidiální plné moci	36
517	Nahlížení do správního spisu	37
518	Za jakých podmínek lze nahlížet do správního spisu	37
519	Jaké jsou podmínky nahlížení do správního spisu	37
520	Můžu nahlížet do správního spisu	37
521	Obnova	38
522	Prodloužení platnosti	38
523	Udržovací poplatky	38
524	Jak požádat o obnovu nebo prodloužení platnosti u ochranných známek	38
525	Jak požádat o obnovu nebo prodloužení platnosti u užitných vzorů	38
526	Jak požádat o obnovu nebo prodloužení platnosti u průmyslových vzorů	38
527	Jak postupovat při placení udržovacích poplatků u patentů	38
528	Výpis z rejstříku	39
529	Kdo může požádat o výpis z rejstříku	39
530	Kdo si může zažádat o výpis z rejstříku	39
531	Opis	40
532	Opis listiny	40
533	Komu může být vydán opis listiny vydané Úřadem	40
534	Můžu požádat o opis listiny	40
535	Doklad o zaplacení	41
536	Jak získat doklad do účetnictví o zaplacení za přihlášku vynálezu nebo za uhrazení udržovacích poplatků	41
537	Kde získám doklad o zaplacení	41
538	jak získám doklad o zaplacení	41
539	Jaká je platnost ochranné známky	42
540	Zajímá mě platnost ochranné známky	42
541	Může přihlášku ochranné známky podat fyzická osoba	43
542	Je možné podat přihlášku ochranné známky jako fyzická osoba	43
543	Výmaz ochranné známky vlastníkem	44
544	Jaký je postup při výmazu ochranné známky z rejstříku jejím vlastníkem	44
545	Jak postupovat při výmazu ochranné známky z rejstříku jejím vlastníkem	44
546	Změna znění nebo vzhledu zapsané ochranné známky	45
547	Je možná změna znění nebo vzhledu zapsané ochranné známky	45
548	Změna vlastníka ochranné známky	46
549	Jak změnit vlastníka ochranné známky	46
550	Jakým způsobem změnit vlastníka ochranné známky	46
551	Web jako ochranná známka	47
552	webová stránka jako ochranná známka	47
553	Je možné název webu ochránit jako ochrannou známku	47
554	Je možné název webových stránek ochránit jako ochrannou známku	47
555	Můžu zaregistrovat název webu jako ochrannou známku	47
556	Můžu zaregistrovat název webových stránek jako ochrannou známku	47
557	Doba řízení národní přihlášky ochranné známky	48
558	V jakém časovém horizontu po registraci ochranné známky dojde k jejím zápisu do registru	48
559	Za jak dlouho bude národní ochranná známka zaregistrována	48
560	Uplynutí doby platnosti zápisu ochranné známky	49
561	Upozorňuje Úřad na uplynutí doby platnosti zápisu ochranné známky	49
