	group	unnamed: 1	questions	answer
10	q6	slovem	(porusovani | poruseni) prav z dusevniho vlastnictvi; (kam | na koho) se obratit v pripade poruseni prav z dusevniho vlastnictvi?; kde hledat pomoc (pri | v pripade) poruseni prav dusevniho vlastnictvi?; jak vymahat prava z dusevniho vlastnictvi? na koho se obratit s vymahanim prav z dusevniho vlastnictvi? kdo mi pomuze s vymahanim prav z dusevniho vlastnictvi? kdo mi pomuze pri poruseni prav z dusevniho vlastnictvi? jak chranit prava dusevniho vlastnictvi?	"

v pripade, ze zjistite porusovani prav z dusevniho vlastnictvi, je mozne se obratit na nektere verejnopravni instituce. problematikou porusovani prav z dusevniho vlastnictvi se zabyva ceska obchodni inspekce, ktera kontroluje, zda nedochazi ke klamani spotrebitele porusovanim prav dusevniho vlastnictvi. kontrolni cinnosti v teto oblasti provadi take statni zemedelske a potravinarska inspekce, zivnostenske urady a statni ustav pro kontrolu leciv. celni sprava ceske republiky se zapojuje do boje proti padelani a piratstvi. celni organy jsou opravneny zasahnout vuci zbozi, ktere je podezrele z porusovani prav dusevniho vlastnictvi a umoznit majitelum dotcenych prav jejich ochranu. povinnost plnit ukoly pri ochrane prav k dusevnimu vlastnictvi ma take policie cr.

prava z dusevniho vlastnictvi lze vymoci i soukromopravni cestou prostrednictvim soudu, pripadne i rozhodcu.

nez vlastnik prava zvoli soudni cestu, mel by vyuzit vsechny moznosti mimosoudni obrany proti porusovani prav. nejprve nejlepe formou doporuceneho dopisu oslovit domneleho porusovatele a zahajit s nim jednani. soucasti jednani muze byt take nabidka licence.

pokud uvedenych moznosti nevyuziji nebo nedojdou k oboustranne dohode, nezbyva nez vyuzit moznosti, ktere poskytuji pravni predpisy, napriklad zakon o vymahani prav z prumysloveho vlastnictvi. v takovem pripade je vhodne vyuzit sluzeb advokata ci patentoveho zastupce. v pripade vznikle skody muze opravnena osoba pozadovat jeji nahradu nebo nahradu za bezduvodne obohacovani, pripadne primerene zadostiucineni.

vymahat pravo z dusevniho vlastnictvi je mozne take zalobou proti nekale soutezi dle obcanskeho zakoniku.

pokud dojde k umyslnemu poruseni prav z prumysloveho vlastnictvi, muze se jednat o trestny cin, za ktery je mozne ulozit trest odneti svobody, penezity trest nebo propadnuti veci.

v pripade, ze protipravni jednani nema charakter trestneho cinu, je mozny postih v ramci prestupkoveho zakona. za takovy prestupek mohou obecni urady ulozit pokutu, trest propadnuti veci, pripadne trest zakazu cinnosti.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
11		hlasem	(porusovani | poruseni) prav z dusevniho vlastnictvi; (kam | na koho) se obratit pri poruseni prav z dusevniho vlastnictvi?; kde hledat pomoc (pri | v pripade) poruseni prav dusevniho vlastnictvi?; jak vymahat prava z dusevniho vlastnictvi? na koho se obratit s vymahanim prav z dusevniho vlastnictvi? kdo mi pomuze s vymahanim prav z dusevniho vlastnictvi? kdo mi pomuze pri poruseni prav z dusevniho vlastnictvi? jak chranit prava dusevniho vlastnictvi?	
12	q7	slovem	lhuta pro podani namitek; lhuta pro podani namitek proti zapisu; lhuta pro podani namitek proti zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek; jaka je lhuta pro podani namitek?; zapis prihlasovaneho oznaceni; zapis prihlasovaneho oznaceni do rejstriku ochrannych znamek; lze prodlouzit lhutu pro podani namitek? do kdy muzu podat namitku proti zapisu?	"lhuta k podani namitek proti zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek trva ze zakona o ochrannych znamkach tri mesice od data zverejneni prihlasky ochranne znamky ve vestniku uradu a nelze ji prodlouzit a ani jeji zmeskani prominout.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
13		hlasem	lhuta pro podani namitek; lhuta pro podani namitek proti zapisu; lhuta pro podani namitek proti zapisu prihlasovaneho oznaceni do rejstriku; podani namitek; jaka je lhuta pro podani namitek?; rekni mi jaka je uhuta k podani namitek; zapis prihlasovaneho oznaceni; zapis prihlasovaneho oznaceni do rejstriku ochrannych znamek; lze prodlouzit lhutu pro podani namitek? do kdy muzu podat namitku proti zapisu? muzu podat namitku proti zapisu?	
14	q8	slovem	namitky. namitka. namitkove rizeni. kdo muze podat (namitky | namitku)?; kdo ma pravo vznest (namitku | namitky)?; muzu podat namitku proti zapisu do rejstriku? jak probiha namitkove rizeni? muzu podat namitku proti zapisu?	"namitky mohou podat osoby vymezene v ustanoveni 7 zakona o ochrannych znamkach. nejcasteji se jedna o vlastnika ochranne znamky, uzivatele nezapsaneho ci jineho oznaceni nebo osoby, jejichz zakonem chranene pravo muze byt prihlaskou ochranne znamky dotceno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
15		hlasem	namitky. namitka. namitkove rizeni. kdo muze podat (namitky | namitku)?; kdo ma pravo vznest (namitku | namitky)?; muzu podat namitku proti zapisu do rejstriku? rekni mi kdo muze podat namitku proti zapisu do rejstriku? jak probiha namitkove rizeni? jak podat namitku? 	
16	q9	slovem	rozsireni namitky. nove dukazy pri namitce. muzu (namitku | namitky) doplnit (novymi dukazy | dokumentaci | oduvodnenim)? lze (namitku | namitky) doplnit (novymi dukazy | dokumentaci)? lze namitku rozsirit? je mozne rozsirit namitku? 	"namitky je treba podat, a zaplatit prislusny spravni poplatek, ve lhute 3 mesicu od data zverejneni prihlasky ochranne znamky, proti jejimuz zapisu smeruji. v teto lhute lze doplnovat dukazy ci rozsirit namitkove duvody. k doplneni namitek a k dukazum predlozenym na jejich podporu po lhute 3 mesicu od zverejneni prihlasky se neprihlizi, jestlize se nejedna o takove dukazy, ktere by mely primou vazbu na dukazy predlozene v zakonem stanovene lhute.

https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
17		hlasem	rozsireni namitky. nove dukazy pri namitce. muzu (namitku | namitky) doplnit (novymi dukazy | dokumentaci | oduvodnenim)? lze (namitku | namitky) doplnit (novymi dukazy | dokumentaci | oduvodnenim)? lze namitku rozsirit? je mozne rozsirit namitku? rekni mi, jeslti muzu podat nove dukazy pri namitce. rekni mi, jeslti muzu rozsirit namitku.  	
18	q10	slovem	obdrzeni namitky. co delat kdyz (dostanu | obdrzim) namitku. jak postupovat kdyz (dostanu | obdrzim) namitku. jak postupovat pri obdrzeni namitky. (dostal | dostala | dostali) jsme namitky, co (mam | mame) delat? (dostal | dostala | dostali) jsme namitky, jak postupovat? (dostal | dostala | dostali) jsme namitky, co bude nasledovat? 	"v pripade obdrzeni namitky je treba zhodnotit jejich opodstatnenost, a nasledne formulovat vas nazor v pisemnem vyjadreni a podporit ho vhodnymi doklady. toto vyjadreni je mozne samostatne vypracovat nebo tim poverit sveho pravniho zastupce (nejcasteji advokata nebo patentoveho zastupce).

spolecne s namitkami je prihlasovateli dorucen postupovaci dopis uradu, v nemz je stanovena lhuta k podani vyjadreni. tuto lhutu je mozno na zaklade zpoplatnene zadosti prodlouzit. v pripade, ze se k namitkam ve stanovene lhute prihlasovatel nevyjadri, rozhodne urad o namitkach podle obsahu spisu.

v ramci predmetu sporu se lze tez pokusit o nalezeni smirneho reseni formou dohody s namitajicim. k dalsim moznostem reseni sporu lze napriklad zaradit omezeni prihlasovaneho seznamu o namitkami dotcene vyrobky nebo sluzby, cimz odpadne duvod podani namitek. toto omezeni lze provest kdykoliv a nelze ho vzit zpet.

pokud je prihlaska ochranne znamky napadana jen v urcitem rozsahu vyrobku nebo sluzeb, muze prihlasovatel svou prihlasku ochranne znamky rozdelit a namitkami dotcene vyrobky nebo sluzby vyclenit do samostatne prihlasky ochranne znamky.

v neposledni rade muze prihlasovatel vzit svou prihlasku ochranne znamky kdykoliv zpet. v takovem pripade se rizeni o prihlasce ochranne znamky a nasledne i rizeni o namitkach zastavi (a spravni poplatek za podani prihlasky ochranne znamky se nevraci).

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
19		hlasem	obdrzeni namitky. co delat kdyz (dostanu | obdrzim) namitku. jak postupovat kdyz (dostanu | obdrzim) namitku. jak postupovat pri obdrzeni namitky. (dostal | dostala | dostali) jsme namitky, co (mam | mame) delat? (dostal | dostala | dostali) jsme namitky, jak postupovat? (dostal | dostala | dostali) jsme namitky, co bude nasledovat? rekni mi co mam delat kdyz (dostanu | obdrzim) namitku. rekni mi jak mam postupovat kdyz (dostanu | obdrzim) namitku. 	
20	q11	slovem	ochranna znamka. ochranna znamka s dobrym jmenem. dobre jmeno. renome. co je ochranna znamka s (dobrym jmenem | dobrou povesti | renome) ?; co znamena (dobrym jmenem | dobrou povesti | renome)?; definice ochranne znamky s (dobrym jmenem | dobrou povesti | renome);	"dobre jmeno je u zapsane ochranne znamky vyjadrenim toho, ze verejnost tuto ochrannou znamku v dusledku jejiho uzivani zna a spojuje ji s dobrymi vlastnostmi, ktere od vyrobku nebo sluzeb takto oznacenych ocekava. to, ze je ochranna znamka znama siroke verejnosti, ze je spojovana v podvedomi spotrebitelu s tradicne dobrymi vlastnostmi vyrobku nebo urovni poskytovanych sluzeb, jsou skutecnosti, ze kterych vyplyva, ze ochranna znamka ma dobre jmeno. 

vybudovat si dobre jmeno lze jen radnym uzivanim ochranne znamky v souvislosti s vyrobky nebo sluzbami, na ktere se zapis ochranne znamky vztahuje. protoze jde o vlastnost ochranne znamky, kterou ji pripisuji spotrebitele, neni nemenna v case, a je nutno ji prokazovat v kazdem dalsim rizeni.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
21		hlasem	ochranna znamka. ochranna znamka s dobrym jmenem. dobre jmeno. renome. co je ochranna znamka s (dobrym jmenem | dobrou povesti | renome) ?; co znamena (dobrym jmenem | dobrou povesti | renome)?; definice ochranne znamky s (dobrym jmenem | dobrou povesti | renome); rekni mi co je ochranna znamka s (dobrym jmenem | dobrou povesti | renome).	
22	q12	slovem	vseobecne znama znamka. co je vseobecne znama znamka?; co znamena vseoobecne znama znamka?; definice vseobecne zname znamky.	"vseobecne znamou znamkou je takove oznaceni, ktere svou ochranu ziskalo nikoliv zapisem do rejstriku ochrannych znamek, ale ziskanim vseobecne znamosti v dusledku sveho uzivani. je to znamka natolik silna, ze se vzila pro vyrobky nebo sluzby sveho vlastnika v prislusnem okruhu verejnosti natolik, ze ma rozlisovaci zpusobilost, a to i presto, ze nebyla formalne zapsana do rejstriku ochrannych znamek. tuto skutecnost je rovnez treba prokazovat vzdy v konkretnim rizeni. jedna se o znamku nezapsanou pro uzemi statu, ve kterem je namitana, bez ohledu na to, zda je ci neni zapsana v jinem state.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
23		hlasem	ochranna znamka. vseobecne znama znamka. co je vseobecne znama znamka?; co znamena vseoobecne znama znamka?; definice vseobecne zname znamky. rekni mi co je vseobecne znama znamka. jaka je definice vseobecne zname znamky?	
24	q13	slovem	mistni dosah. co (je | znamena) mistni dosah? co (je | znamena) mistni dosah nezapsaneho ci jineho oznaceni? definice mistniho dosahu? jaka je definice mistniho dosahu?  	"mistni dosah nelze vykladat pouze ve smyslu uzemnim, tedy jako geografickou oblast kde bylo oznaceni uzivano, ale hlavne ve smyslu rozsahu uzivani nezapsaneho ci jineho oznaceni v obchodnim styku, co do jeho kvantity a kvality. jedna se napriklad o podil vyrobku nebo sluzeb opatrenych nezapsanym ci jinym oznacenim v danem segmentu trhu, o delku i aktivitu pusobeni na trhu, nebo o celkove ekonomicke postaveni nezapsaneho ci jineho oznaceni na trhu. prekonani mistniho dosahu lze konstatovat na zaklade relevantnich dokladu predlozenych v dostatecnem mnozstvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
25		hlasem	mistni dosah. co (je | znamena) mistni dosah? co (je | znamena) mistni dosah nezapsaneho ci jineho oznaceni? definice mistniho dosahu? jaka je definice mistniho dosahu? rekni mi, co je mistni dosah? rekni mi jaka je definice mistniho dosahu?	
26	q14	slovem	pripominky. pripominka. kdo muze podat pripominky? jake jsou opravnene osoby k podani pripominek? muzu podat (pripominku | pripominky)?	"okruh osob opravnenych podat pripominky k zapisu prihlasovaneho oznaceni do rejstriku ochrannych znamek neni zakonem nijak omezen. muze je tedy podat kdokoliv.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
27		hlasem	pripominky. pripominka. kdo muze podat pripominky? jake jsou opravnene osoby k podani pripominek? muzu podat (pripominku | pripominky)? rekni mi kdo muze podat (pripominku | pripominky)? 	
28	q15	slovem	lhuta k podani pripominek. lhuta pripominky. jaka je lhuta k podani pripominek? do kdy (muzu | lze)  podat proipominky?	"kazdy muze do konce lhuty pro podani namitek podat uradu pripominky zalozene na duvodech dle ustanoveni 4 zakona o ochrannych znamkach. k pripominkam urad prihledne pri rozhodovani o zapisu ochranne znamky do rejstriku. osoba, ktera podala pripominky, se nestava ucastnikem rizeni o prihlasce pred uradem.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
29		hlasem	lhuta k podani pripominek. lhuta pripominky. jaka je lhuta k podani pripominek? do kdy (muzu | lze)  podat proipominky? rekni mi do kdy muzu podat (pripominku | pripominky). rekni mi jaka je lhuta k podani (pripominky | pripominek).	
30	q16	slovem	poplatek (namitky | namitka | pripominka | pripominky). spravni poplatek (namitky | namitka | pripominka | pripominky). jaky je spravni poplatek za (namitky | namitku | pripominku | pripominky). vyse spravniho poplatku za (namitky | namitku | pripominku | pripominky). jaka je vyse spravniho poplatku za (namitky | namitku | pripominku | pripominky). 	"podle sazebniku spravnich poplatku, ktery je prilohou zakona o spravnich poplatcich, ve zneni pozdejsich predpisu, je podani namitek zpoplatneno castkou ve vysi 1000 kc.
podani pripominek neni zpoplatneno.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
31		hlasem	poplatek (namitky | namitka | pripominka | pripominky). spravni poplatek (namitky | namitka | pripominka | pripominky). jaky je spravni poplatek za (namitky | namitku | pripominku | pripominky). vyse spravniho poplatku za (namitky | namitku | pripominku | pripominky). jaka je vyse spravniho poplatku za (namitky | namitku | pripominku | pripominky). rekni mi jaky je poplatek za (namitky | namitka | pripominka | pripominky). rekni mi vysi poplatku za (namitky | namitku | pripominku | pripominky).	
32	q17	slovem	podani (namitky | namitek). formular (namitky | namitek). kde najdu formular (namitky | namitek). jak podat (namitku | namitky)? co obsahuje formular namitky? co musi obsahovat (namitka | namitky).	"namitky vcetne dukazu se podavaji ve dvojim vyhotoveni a obsahuji:

    udaje o totoznosti osoby, jez podala namitky, pripadne plnou moc, je-li namitajici zastoupen;
    udaje o prihlasce, proti niz namitky smeruji;
    oznaceni vyrobku  nebo sluzeb, jichz se namitky tykaji, nebo udaj, ze se tykaji vsech vyrobku nebo sluzeb uvedenych v prihlasce;
    vecne oduvodneni namitek;
    ceho se namitajici domaha;
    podpis.

pro podani namitek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne. formular lze nalezt zde: https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq- "
33		hlasem	podani (namitky | namitek). formular (namitky | namitek). kde najdu formular (namitky | namitek). jak podat (namitku | namitky)? co obsahuje formular namitky? co musi obsahovat (namitka | namitky). rekni mi, kde najdu formular k podani (namitek | namitky). rekni mi jak podat namitky. rekni mi co musi obsahovat namitky.	
34	q18	slovem	podani pripominky. formular pripominky. kde najdu formular pripominky. jak podat pripominky? co obsahuje formular pripominky. co musi obsahovat pripominky. 	"pripominky k prihlasce ochranne znamky obsahuji:

    jmeno a prijmeni, adresu mista trvaleho pobytu;
    udaje o cisle spisu prihlasky vcetne udaju o totoznosti prihlasovatele;
    vecne oduvodneni pripominek;
    podpis.

pro podani pripominek je mozne pouzit formular uradu, kde jsou vsechny nalezitosti uvedeny. pouziti formulare uradu neni povinne . formular lze nalezt zde https://upv.gov.cz/prumyslova-prava/formulare. vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-"
35		hlasem	podani pripominky. formular pripominky. kde najdu formular pripominky. jak podat pripominky? co obsahuje formular pripominky. co musi obsahovat pripominky. rekni mi, kde najdu formular k podani pripominky. rekni mi jak podat pripominky. rekni mi co musi obsahovat pripominky.	
